제목,날짜,abstract
암 치료 초기 단계에 있는 청소년을 위한 미술치료 단일사례연구,2017.4,"본 연구의 목적은 암 치료 초기 단계에 있는 청소년의 심리적인 안정과 의료적 치료 참여에 어떤 의미가 있는지 알아보는 데 있다.  이를 위해 급성림프모구성백혈병을 진단받은 지 2주가 된 만 16세 남자 청소년을 참여자로 선정하여 2015년 6월 26일부터 2015년 9월 30일까지 주 1회 50분간 총 15회기 미술치료를 실시하고 자료를 수집하였다.  주 보호자와의 심층 면담과 면담 녹취록, 참여자와의 미술치료 회기 진행과 회기 녹취록 그리고 작품 결과물을 수집하였으며 녹취할 수 없는 참여자의 행동 특징 및 상황은 따로 기록하였다.  수집한 자료는 비교 분석하여 정렬, 종합, 통합, 조직화하는 범주화(Categorizing) 과정을 거쳐 분석하였다.  그 결과 첫째, 미술치료는 참여자가 치료과정에서 겪는 불안, 스트레스 등 부정적인 감정을 표출하여 심리적 안정감을 느끼는데 도움이 되었다."
융의 적극적 상상을 활용한 미술치료가 군관심병사의 우울과 불안 감소에 미치는 영향,2018.1,"본 연구는 적극적 상상을 활용한 미술치료가 군 관심병사의 부정적 정서 중 주요 감정인 우울과 불안에 어떠한 영향을 미치는지 알아보는데 그 목적이 있다.  연구대상은 군 부적응으로 각 자대에서 관심병사로 지목되어 K지역 S군단 G캠프에 입소하기를 동의하고, 집단 미술치료 프로그램에 참여 의사를 표현한 육군 장병 2명이다.  연구기간은 2017년 3월 16일부터 2017년 4월18일까지이며, 주 3회, 회기 당 80분씩 총 15회기를 진행하였다.  미술치료 프로그램은 Marie-Louise von Franz가 제시한 융의 적극적 상상 4단계를 미술치료와 적절하게 접목시켜 구성하였다.  측정도구로서 우울척도(CES-D)와 불안척도(STAI)의 총 점수 및 하위영역 점수를 사전-사후 나누어 전후 차이를 비교, 분석하였고, 동적 집-나무-사람 검사(K-HTP)와 빗속의 사람 그림 검사(PITR)를 사전-사후에 대해 내용분석을 실시하여 비교하였으며, 사후 자기보고서를 통해 연구 가설을 뒷받침하였다."
미술치료에서 언어사용에 대한 미술치료사의 인식,2018.1,"본 연구의 목적은 개념도 연구법(Concept Mapping Method)을 활용하여 미술치료에서 언어사용에 대한 미술치료사들의 경험적인 인식을 확인하는데 있다.  연구문제는 미술치료에서의 언어사용에 대한 미술치료사의 인식의 내용과 차원, 군집은 무엇인지, 그리고 내용상의 중요도는 어떠한지를 밝히는 것이다.  연구대상은 미술치료 현장에서 활동하는 12명의 미술치료사들로, 개별 인터뷰를 실시하여 60개의 핵심진술문을 추출하고 내용의 유사성에 따라 분류한 후 각 진술문의 중요도를 평정하도록 하였다.  다차원척도분석 결과, '내담자-치료사'와 '치료효과/통찰과 인식-치료과정/작품제작'의 2개의 차원으로, 군집분석의 결과, 6개의 군집으로 나뉘었으며, 각각의 군집을 1.  인식과 통찰, 2."
영유아기 소아암 치료 과정을 경험한 아동의 미술치료 질적 사례 연구,2018.9,"본 연구의 목적은 영유아기에 소아암 치료 과정을 겪은 아동이 미술치료를 통해 어떠한 경험을 하고, 그 경험의 의미는 무엇 인지를 살펴보는 데 있다.  이를 위해 영유아기에 소아암 치료 과정을 겪은 아동을 위한 미술치료 사례를 선정하고 질적 사례 연구 방법을 적용하여 진행하였다.  생후 3개월 소아암을 진단 받고, 치료 과정을 거친 9세 남자 아동을 연구 참여자로 선정 하여, 2017년 9월 14일부터 2018년 2월 22일까지 주 1회, 60분간 총 18회의 미술치료를 실시하였다.  본 사례의 연구 결과를 바탕으로 도출한 결론은 첫째, 참여자는 자유롭게 자신을 표현할 수 있는 미술 활동을 통해 스스로 정서와 생각을 탐색하며 적응에 도움을 받았다.  둘째, 참여자는 자신의 욕구를 적극 반영한 주도적인 미술을 통해 통제와 조절을 경험하며 문제 해결에 대한 자신감과 자율성을 회복하였다."
ADHD 아동에 대한 부모 교육 병행 미술치료 프로그램의 사례 연구,2017.8,"연구목적: 이 연구에서는 ADHD 아동에게 부모 교육 병행 미술치료 프로그램을 실시하여 아동의 정서안정과 주의집중력 향상 및 어머니의 양육 스트레스에 미치는 영향을 알아보았다.  연구방법: 연구 대상은 ADHD 진단을 받은 초등학교 5학년 여자 아동이었다.  대상 아동의 특성에 맞게 실행기능을 강화할 수 있는 구조화된 집중력 강화 미술치료 프로그램을 구성하였고, 어머니의 양육 스트레스 검사 결과를 토대로 하여 감정 코칭을 활용한 부모 교육 프로그램을 구성하였다.  부모 교육 병행 미술치료는 주 2회 총 10회기를 실시하였으며, 한 회기에 20분의 부모 교육을 포함하여 70분을 진행하였다.  아동의 정서 행동상의 변화를 측정하기 위하여 아동청소년행동평정척도(CBCL6-18), 동적 가족화(KFD), 문장완성검사를 사전 사후 실시하였고, 주의집중력의 변화를 측정하기 위하여 스트룹 아동 색상-단어검사와 FAIR 주의력 검사를 사전 사후 실시하였다."
"『노자』와 미술치료, 그리고 치유적 활용",2017.5,"이에 다양한 치료 형태의 연구와 행위가 이루어지고 있다.   특히 예술치료는 예술작품의 창작뿐만 아니라 체험의 형태를 통해 남녀노소 구분없이 여러 매체를 이용해서 흔히 이루어지고 있다.  그런데 이러한 치료에 있어서 치료자는 비교적 오랜 수련과 수양을 필요로 한다고 볼 수 있다.  예술치료에 있어서 대표적인 미술치료는 이론적인 지식, 철학, 심리학, 창작, 임상실습 등과 함께 치료자의 정신성과 소양등이 충분히 갖추어져야 한다.  왜냐하면 치료자가 단순히 기교(技巧)와 성급한 치료 효과에만 머무르지 않고, 진정한 치료의 의미를 깨닫고 진행한다면 내담자의 손상된 정서적 역량을 복구시키거나 재교육을 통해 자존감을 높일 수 있기 때문이다."
학급단위 집단미술치료프로그램이 아동의 정서조절과 학교생활적응력 향상에 미치는 효과,2017.5,"본 연구는 학급단위 집단미술치료프로그램이 아동의 정서조절과 학교생활적응력 향상에 미치는 효과성을 검증하고자 하였다.  본 연구는 대전시 00지역에 소재하고 있는 A초등학교에서 학생들을 대상으로 실시한 학교생활적응력 척도에서 3학년 최하수준 학급을 대상으로 구성되었다.  학급단위 집단미술치료프로그램은 2014년 10월 15일부터 11월 19일까지 주 1회, 40분씩 총 6회기를 진행하였다.  연구도구는 정서조절과 학교생활적응력 척도를 사전 · 사후로 비교하여 사용하였다.  본 연구의 효과검증을 위한 분석방법으로는 정서조절과 학교생활적응력 척도 변인의 사후검사 점수의 집단 간 비교에서 사전을 고려한 공분산분석(ANCOVA)을 하였다."
미술치료에서 미술의 특성과 창의적 과정의 치료적 의미,2016.10,"미술치료는 환자 및 내담자의 심리 문제와 정신병리와 재활과 관련한 효과성 검증연구와 사례연구 등을 많이 다룬다.  이에 비해 미술, 미술매체, 미술의 특성과 창의성 및 창의적 과정의 치료적 의미에 대한 논의는 부족하다.  이에 근거하여 본 연구는 미술치료에서 미술의 특성과 창의성 및 창의적 과정의 치료적 의미를 살펴보고자 하였다.  본 연구에서는 미술치료에서 미술의 특성을 시각언어, 미적 감각경험, 정서표현, 상징화 과정, 카타르시스와 의사소통으로 분류하여 치료적 의미를 고찰하였다.  또한 창의성 개념과 특성을 살피고 창의적 과정을 제시하여 치료적 의미와 연결하였다."
집단미술치료가 인터넷게임과몰입 초등학생의 공격성과 정서조절능력에 미치는 효과,2016.9,"본 연구는 집단미술치료가 인터넷게임과몰입 초등학생의 공격성과 정서조절능력에 미치는 효과를 알아보는데 목적이 있다.  연구대상은 S시의 H지역아동센터, Y시의 G지역아동센터 초등학생 16명을 실험집단과 통제집단에 각각 8명씩 배치하였다.  집단미술치료는 실험집단을 대상으로 2016년 1월 4일부터 2016년 2월 15일까지 주 2회, 총 12회기 실시하였다.  연구도구로는 인터넷게임중독 척도, 공격성 척도, 정서조절 척도를 사용하였다.  자료분석은 실시시기와 집단에 따른 차이를 반복측정 변량분석 방법으로 처리하였다."
중국계 중도입국 청소년의 집단미술치료 사례연구,2016.12,
보호관찰소 청소년을 위한 멀티미디어 집단미술치료 프로그램의 개발과 효과에 대한 연구,2018.1,"본 연구의 목적은 멀티미디어 집단미술치료를 통해 보호관찰소 청소년들의 교육 참여와 표현 능력을 증진시킬 수 있는 지 알아보고 향후 유사한 치료 프로그램 개발에 활용할 수 있는 자료를 제공하고자 하는 것이다.  집단미술치료는 집단적 역동을 치료에 이용하는 미술치료 과정이며 본 연구에서는 보호관찰소 청소년들의 적극적인 참여를 위해 기존 미술치료와 멀티미디어를 이용한 창작과 표현을 병행하였다.  연구 대상은 서울시에 위치한 0000보호관찰소에서 보호관찰 처분을 받은 16-20세 사이 청소년 10명이며 프로그램에 참가하지 않은 동일 인원 보호관찰 청소년들을 대조군으로 하여 비교 분석하였다.  집단미술치료는 2017년 8월 30일부터 사전 사후 회기를 제외한 12회기를 주 1회 120분간 실시하였으며 연구도구는 PPAT 그림검사, 심리검사지를 사용하였다.  연구 자료는 Sapiro-Wilks test를 통하여 집단의 정규성을 확인한 후 대응표본 t-test(paired sample t-test)를 실시하여 집단 간 차이를 검증하였다."
한부모 가정 아동의 정서 조절 능력 및 또래관계를 위한 미술치료 사례연구,2017.5,"본 연구는 한 부모 가정 아동을 대상으로 미술 치료를 실시하여 정서 조절 능력 및 또래 관계에 미치는 효과를 알아보는데 그 목적이 있다.  연구대상은 한 부모 가정 아동으로 미술치료 프로그램은 2015년 10월 8일부터 12월 8일까지, 주 2회, 60분씩 총 16회기를 진행하였다.  측정 도구로는 Shields와 Cicchetti(1997) 정서 조절 능력 척도(The Emotional Regulation Checklist : ERC)를 유아를 대상으로 측정할 수 있도록 수정·보완한 여은진(2009)의 유아 정서 조절 능력 척도를 사용하였다.  Caldarella과 Merrell(1997)의 아동·청소년의 사회 기술 척도(Social Skills Scale)문항 중에서 또래 관계 척도만을 사전·사후 실시하였으며, 동적 학교 생활화 그림(KSD)검사를 사전·사후 실시하여 또래 관계를 비교 분석 하였다.  본 연구의 결과는 다음과 같다."
집단미술치료가 성인지적장애인 이용시설 사회복지사의 직무스트레스와 심리적소진에 미치는 효과,2016.11,"본 연구의 목적은 집단미술치료가 성인지적장애인 이용시설 사회복지사의 직무스트레스와 심리적소진에 미치는 효과를 알아보는데 있다.  연구 대상은 A시에 위치한 성인지적장애인 이용시설 사회복지사 8명으로 연구기간은 2016년 2월 16일부터 2016년 5월 31일까지 주 1회, 70분씩 총 13회기의 집단미술치료 프로그램을 실시하였다.  치료적 효과를 알아보기 위하여 프로그램 실시 전 · 후 그리고 4주 후에 직무스트레스와 심리적소진 검사를 실시하였다.  집단 간 동질성을 알아보기 위하여 맨 휘트니 U 검정(Mann Whitney U test) 을 실시하였으며, 이후 사전 · 사후 · 추후 차이를 알아보기 위해 윌콕슨 부호 순위 검정(Wilcoxon's signed ranks test)을 실시하였다.  연구결과 집단미술치료 프로그램은 성인지적장애인 이용시설 사회복지사의 직무스트레스와 심리적소진 감소에 효과가 있었고, 그 효과가 긍정적으로 지속되는 것으로 나타났다."
